num_items_queried,training_size_mean,proportion_positives_mean,precision_mean,recall_mean,fbeta_mean,loss_mean,training_size_median,precision_median,recall_median,fbeta_median,loss_median,training_size_std,precision_std,recall_std,fbeta_std,loss_std,sampling_strategy
1660.0,1636.6,0.4865556585854689,0.8075756820478274,0.7432486383515334,0.7472413135732291,0.48836563309460496,1646.0,0.7974449716107956,0.7680327868852459,0.7719608058536063,0.44284467713787085,24.753002062600626,0.0841069682122885,0.10466610935829211,0.0999880542810117,0.18415933534670065,uncertainty_sampling
1710.0,1686.6,0.48499270992121496,0.8128750440675863,0.7432470285208339,0.7477394901180515,0.4872311339304547,1696.0,0.8086493440267025,0.7704918032786885,0.7747796425881022,0.43717277486910994,24.753002062600626,0.08308761308528058,0.10165832746772688,0.0972008423151171,0.17909501099585604,uncertainty_sampling
1760.0,1736.6,0.4844504342453728,0.8112414691275387,0.7452139733304715,0.749353498553089,0.48411991655876074,1746.0,0.8059884704735136,0.7680327868852459,0.7724847379283268,0.44153577661431065,24.753002062600626,0.08339040276993552,0.10648312808960764,0.10187974552174527,0.18758294204796191,uncertainty_sampling
1810.0,1786.6,0.48370858066498446,0.814839103331928,0.747997102304741,0.7521754556103868,0.47874084259994343,1796.0,0.8134852917276125,0.7737704918032786,0.779728037896634,0.42757417102966844,24.753002062600626,0.08655436500501502,0.10408934056833367,0.09956044526611975,0.18329994230300478,uncertainty_sampling
1860.0,1836.6,0.4832818147233036,0.8176164841619699,0.7514391886453275,0.7556486876918379,0.4720823021495432,1846.0,0.8163078359297509,0.7770491803278688,0.7816067354932884,0.4237929028504945,24.753002062600626,0.0860446915669794,0.10426265906781196,0.09981679181147847,0.18435502559332387,uncertainty_sampling
1910.0,1886.6,0.48318839674802805,0.8171902605764056,0.7506195165141799,0.7548029007799737,0.47362409907900166,1896.0,0.810099448593324,0.7762295081967213,0.7803951313703261,0.42482852388489795,24.753002062600626,0.08614831958034909,0.10589870523980899,0.10139365975597336,0.186940744480953,uncertainty_sampling
1960.0,1936.6,0.48407524913597266,0.8177631652334478,0.75045719191865,0.7545190668504465,0.4740003315708628,1946.0,0.8123484728368191,0.7786885245901639,0.7845495490287355,0.41826643397324026,24.753002062600626,0.08509610477465032,0.10765182484543713,0.10277157699961059,0.1885809327943315,uncertainty_sampling
2010.0,1986.6,0.48397587701416,0.8160843167106432,0.7502940624077701,0.7543531109317214,0.47443614139438395,1996.0,0.8120292705501244,0.7762295081967213,0.7831246992909019,0.4232985392719213,24.753002062600626,0.08493851517168366,0.10751069587759121,0.10287480260527329,0.18925959014438326,uncertainty_sampling
2060.0,2036.6,0.48373087146833604,0.8121152013898651,0.7527541520216791,0.7562898418733823,0.47091749087215823,2046.0,0.7969757299962078,0.7852459016393443,0.7856713863275373,0.42047106717068916,24.753002062600636,0.08385286949169733,0.10928875141946014,0.10443512113093519,0.19221004228310612,uncertainty_sampling
2110.0,2086.6,0.4828267381462183,0.8132108305377995,0.7520989509269942,0.755739871448049,0.4719058036911192,2096.0,0.8049270990447461,0.7844262295081967,0.7857338143528545,0.42207036929339925,24.753002062600636,0.08543685933115241,0.10959110199946892,0.10479675631210907,0.1927809558312772,uncertainty_sampling
2160.0,2136.6,0.4821015271616581,0.8144063957171482,0.7529180864479086,0.7567299081927992,0.4699292966308263,2146.0,0.8171234462371335,0.7803278688524591,0.7811407169816125,0.4267821320678979,24.753002062600636,0.08430179499132807,0.11113128542863192,0.10644878027308632,0.1964875294753109,uncertainty_sampling
2210.0,2186.6,0.48099296301441063,0.8145255416892041,0.7514442864425426,0.7553936335982863,0.4724287213616439,2196.0,0.8220318682683607,0.7795081967213116,0.780549601906403,0.4278650378126818,24.753002062600636,0.08454715990476125,0.11158614849489124,0.10707256728353169,0.19750525455314696,uncertainty_sampling
2260.0,2236.6,0.4809738966051779,0.8156422368776999,0.7535746290681764,0.7573704786390743,0.46873576179392656,2246.0,0.8170275932803657,0.7860655737704918,0.7872703806925176,0.4181448095376563,24.753002062600636,0.08608145267006372,0.10976199768075541,0.10509834084348468,0.19381210261689186,uncertainty_sampling
2310.0,2286.6,0.4795917434032592,0.8202925857749482,0.7512795471009632,0.755627386524339,0.4717321886104555,2296.0,0.8314670403314244,0.7795081967213116,0.7806108131828662,0.427654732416938,24.753002062600636,0.08610298559194299,0.1108769344680145,0.10632375396497683,0.19600964100375542,uncertainty_sampling
